id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Grade
10193,MS,F,14,U,LE3,T,3,0,teacher,teacher,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,4,3,2,3,1,0,17,15,9
10194,MS,F,17,U,GT3,T,3,1,at_home,services,course,other,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,1,2,1,0,1,11,13,9
10195,MS,M,14,R,GT3,T,2,1,health,at_home,other,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,3,4,2,1,1,4,2,17,12,11
10196,GP,M,16,U,GT3,T,4,1,teacher,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,5,1,2,1,2,4,3,16,12,9
10197,GP,M,17,R,GT3,T,3,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,4,16,19,17,9
10198,MS,M,19,U,LE3,T,2,0,services,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,1,1,2,4,1,16,13,9
10199,GP,M,14,R,GT3,A,4,1,at_home,at_home,home,mother,1,0,0,no,no,yes,yes,yes,yes,yes,yes,5,3,3,1,4,4,0,10,6,9
10200,GP,F,16,U,LE3,T,2,2,other,other,other,mother,1,0,0,no,yes,no,no,no,yes,yes,yes,4,3,2,1,2,2,0,16,17,9
10201,GP,F,16,U,GT3,T,3,0,health,at_home,course,mother,1,0,0,no,yes,no,yes,no,yes,yes,yes,3,3,1,6,1,4,0,19,9,9
10202,MS,M,17,U,GT3,A,3,2,teacher,other,reputation,mother,1,0,0,no,no,no,no,yes,yes,yes,no,4,1,4,4,0,5,4,12,10,9
10203,GP,M,14,U,LE3,T,2,2,services,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,1,4,0,14,10,9
10204,GP,F,17,R,GT3,T,3,1,other,teacher,course,father,3,0,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,0,4,2,20,6,9
10205,GP,F,19,R,GT3,T,3,3,at_home,health,course,mother,5,1,1,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,0,2,0,16,15,8
10206,GP,M,17,U,GT3,A,2,2,health,health,course,mother,2,1,0,yes,no,no,no,yes,no,yes,no,4,4,2,0,2,2,1,16,7,8
10207,GP,M,14,R,GT3,T,3,1,other,other,other,mother,1,0,0,yes,yes,no,yes,yes,yes,yes,no,4,5,2,0,1,4,0,10,16,9
10208,GP,F,16,U,GT3,A,1,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,1,3,2,0,0,15,14,8
10209,GP,M,16,U,LE3,A,4,0,health,services,other,other,3,0,0,no,yes,yes,yes,yes,yes,no,yes,4,3,4,2,1,0,1,15,15,9
10210,GP,M,14,U,LE3,T,4,3,at_home,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,3,1,1,1,4,1,13,16,10
10211,GP,M,14,U,GT3,A,3,0,health,other,course,mother,1,1,0,yes,yes,no,no,yes,no,no,yes,4,3,1,5,3,1,0,10,16,8
10212,GP,F,15,U,GT3,T,2,2,other,other,home,mother,2,3,0,no,no,no,no,no,no,no,no,3,1,3,1,1,4,0,11,6,10
10213,GP,M,16,U,GT3,T,3,1,health,other,course,father,3,2,0,no,yes,no,no,yes,yes,yes,yes,4,1,2,3,4,4,1,17,13,9
10214,GP,M,14,U,LE3,T,4,0,health,other,other,other,1,1,0,no,no,yes,no,yes,no,no,yes,5,0,2,1,2,4,1,11,16,8
10215,GP,M,17,U,LE3,T,2,1,at_home,health,home,mother,4,1,0,yes,yes,no,yes,no,yes,no,yes,4,3,1,0,1,4,0,18,14,9
10216,GP,F,16,U,GT3,T,4,1,teacher,other,course,father,5,0,0,no,yes,no,yes,yes,yes,yes,yes,3,2,4,3,2,0,0,8,16,9
10217,GP,M,16,U,GT3,T,4,2,other,other,course,mother,5,1,0,yes,yes,no,yes,yes,yes,no,no,4,2,3,2,0,2,0,12,11,9
10218,GP,F,17,R,GT3,T,3,1,services,at_home,reputation,father,0,1,1,no,yes,no,no,yes,yes,yes,no,5,4,2,1,2,4,0,18,14,8
10219,MS,F,17,U,LE3,T,2,0,at_home,services,reputation,other,2,2,0,no,yes,no,no,yes,yes,yes,no,3,2,1,1,5,1,0,16,9,9
10220,GP,F,15,U,GT3,T,4,1,services,other,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,4,1,5,2,4,0,14,8,10
10221,MS,F,17,U,GT3,T,4,4,at_home,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,1,1,1,4,4,15,7,9
10222,MS,M,16,U,LE3,T,4,1,other,services,other,mother,1,2,0,no,yes,yes,yes,yes,no,yes,no,4,2,0,4,1,4,14,10,6,8
10223,GP,F,14,U,GT3,T,1,1,other,at_home,home,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,2,5,4,4,10,13,14,8
10224,GP,F,17,U,GT3,T,2,2,teacher,other,home,mother,1,2,0,yes,yes,yes,no,no,no,yes,no,4,2,2,1,4,4,1,9,12,8
10225,MS,F,16,U,GT3,T,4,1,services,at_home,home,mother,1,2,0,no,yes,no,no,yes,no,yes,no,4,2,1,1,1,5,0,19,16,9
10226,MS,F,17,U,GT3,T,4,0,at_home,other,reputation,other,1,2,0,yes,yes,no,yes,yes,no,yes,yes,4,3,2,6,2,4,0,21,13,9
10227,MS,F,15,U,GT3,T,0,4,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,yes,4,3,1,4,1,4,4,16,12,8
10228,GP,M,18,R,GT3,T,3,0,services,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,0,0,12,14,9
10229,GP,M,16,U,GT3,A,4,1,other,teacher,other,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,3,4,0,1,5,5,0,19,10,10
10230,GP,M,16,R,GT3,T,1,1,services,other,other,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,4,3,6,2,4,0,12,8,8
10231,MS,F,17,U,GT3,A,3,3,other,services,other,other,5,0,1,no,yes,no,no,no,yes,no,no,3,5,1,1,1,1,6,13,13,8
10232,GP,F,16,U,GT3,T,2,3,other,other,course,mother,2,0,2,no,yes,no,no,yes,yes,yes,yes,4,4,3,2,1,1,0,18,9,7
10233,GP,M,17,U,GT3,T,3,2,teacher,teacher,reputation,mother,1,0,0,no,yes,no,no,no,yes,yes,no,5,3,2,1,1,4,0,16,12,9
10234,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,3,1,2,no,yes,no,no,yes,yes,yes,no,3,4,1,3,2,4,0,19,10,7
10235,MS,F,16,U,GT3,T,3,1,at_home,other,course,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,3,4,1,1,2,4,0,20,13,14
10236,MS,F,14,U,GT3,A,4,0,teacher,services,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,2,3,2,0,15,10,10
10237,GP,M,15,U,LE3,T,4,1,services,other,course,father,1,1,0,no,no,no,no,yes,no,yes,no,2,4,1,1,5,3,0,6,2,8
10238,GP,F,16,U,LE3,T,1,1,other,at_home,home,other,4,2,0,no,yes,no,no,yes,no,no,yes,5,4,2,1,1,4,0,12,11,8
10239,GP,M,16,U,GT3,A,1,2,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,yes,5,3,1,0,0,5,0,15,14,13
10240,MS,F,16,U,GT3,T,4,1,other,other,home,mother,2,1,0,no,yes,no,yes,no,yes,no,no,4,1,2,0,0,2,3,17,17,9
10241,GP,F,16,R,LE3,T,3,2,services,other,reputation,mother,3,0,0,yes,yes,no,no,yes,yes,yes,no,4,3,1,2,2,4,0,13,14,9
10242,GP,F,15,R,GT3,T,4,1,other,other,course,mother,1,3,1,no,no,no,yes,yes,no,yes,no,4,2,2,1,3,3,2,18,10,9
10243,MS,F,14,U,GT3,T,1,3,at_home,services,home,mother,1,3,0,no,no,no,yes,yes,yes,no,no,4,3,4,1,1,4,1,14,8,10
10244,MS,F,16,U,GT3,T,2,0,health,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,2,3,1,1,4,0,14,13,9
10245,MS,M,15,R,LE3,T,2,3,services,services,home,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,2,0,0,11,8,9
10246,GP,M,14,U,LE3,T,3,2,other,other,home,father,1,0,0,yes,yes,no,yes,no,yes,yes,yes,5,0,4,5,1,4,0,12,14,9
10247,GP,M,14,U,GT3,T,3,2,at_home,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,1,1,5,3,13,13,3,8
10248,GP,F,17,R,LE3,T,3,1,other,other,reputation,father,1,1,0,no,no,yes,no,yes,yes,yes,no,5,3,2,5,1,4,3,12,3,9
10249,MS,M,18,U,LE3,T,4,1,services,at_home,reputation,mother,1,1,0,no,yes,no,no,no,yes,yes,no,3,2,1,1,0,3,0,14,11,9
10250,GP,M,16,U,GT3,A,4,1,other,teacher,reputation,mother,4,4,0,no,yes,no,no,yes,yes,no,yes,4,5,2,5,0,0,0,20,10,14
10251,GP,F,19,R,LE3,T,3,3,other,other,course,mother,4,2,2,yes,yes,no,yes,yes,yes,yes,no,4,4,3,1,0,4,3,7,11,7
10252,GP,F,17,U,GT3,T,4,1,teacher,services,home,father,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,1,4,2,4,3,9,7,9
10253,MS,F,16,U,LE3,T,3,3,other,services,course,other,4,2,1,no,yes,no,yes,yes,no,yes,no,4,3,3,2,5,4,1,12,10,8
10254,MS,F,15,R,LE3,T,4,3,services,other,course,mother,5,2,0,no,yes,yes,yes,yes,yes,no,no,5,4,4,1,0,3,0,13,17,10
10255,MS,F,14,U,GT3,T,2,3,other,other,course,other,2,0,0,no,yes,yes,no,yes,no,yes,no,4,3,1,1,3,5,0,14,12,8
10256,GP,M,16,R,GT3,T,4,1,services,other,course,other,1,1,0,yes,yes,no,no,no,yes,no,no,4,4,2,1,3,1,2,14,16,9
10257,GP,F,14,U,GT3,T,2,1,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,0,3,0,12,14,9
10258,GP,M,15,U,GT3,T,0,1,at_home,services,reputation,mother,1,1,0,yes,yes,no,no,yes,no,yes,no,3,4,3,1,5,4,4,13,15,7
10259,GP,F,17,U,LE3,T,4,0,at_home,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,4,1,1,5,3,2,1,17,12,11
10260,GP,F,16,U,GT3,T,4,1,at_home,other,home,mother,1,1,0,no,yes,no,no,no,yes,no,no,4,4,1,6,1,3,3,19,14,9
10261,MS,F,17,U,GT3,T,3,1,services,health,course,mother,1,3,0,no,no,no,yes,no,yes,no,yes,4,5,2,1,2,4,3,16,14,11
10262,GP,F,14,U,GT3,T,2,1,other,services,course,other,2,2,1,no,no,yes,yes,yes,yes,yes,yes,3,4,2,1,2,4,0,19,14,8
10263,GP,M,16,R,GT3,T,3,1,services,other,course,other,1,0,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,6,1,2,0,11,12,9
10264,GP,M,16,U,LE3,T,1,2,other,other,other,mother,3,1,0,yes,yes,no,yes,yes,yes,yes,no,5,2,2,0,2,3,0,8,15,9
10265,GP,F,16,R,LE3,A,2,3,teacher,health,course,mother,1,4,0,no,no,yes,no,yes,yes,yes,no,4,2,4,2,1,1,0,14,12,14
10266,MS,F,14,R,GT3,T,3,2,other,other,home,mother,0,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,1,4,2,0,2,7,18,9
10267,GP,M,17,R,GT3,T,4,2,other,other,course,mother,2,1,0,yes,yes,no,no,no,no,yes,no,4,5,2,1,2,4,0,13,15,8
10268,GP,M,16,U,GT3,T,1,1,services,other,course,father,1,1,0,yes,yes,no,no,no,no,yes,no,3,4,4,1,3,3,0,13,9,8
10269,GP,F,14,U,GT3,T,0,0,at_home,health,course,mother,1,1,1,no,yes,no,yes,yes,yes,yes,no,3,2,4,2,0,1,0,18,12,7
10270,GP,F,14,U,LE3,T,4,2,health,at_home,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,3,2,1,1,4,2,10,12,9
10271,GP,M,17,U,GT3,T,1,2,services,services,home,mother,3,2,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,4,1,3,25,20,11,8
10272,GP,F,16,R,GT3,T,2,2,services,health,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,3,4,1,0,3,0,11,4,9
10273,GP,M,14,R,GT3,T,3,3,services,other,reputation,other,2,2,0,no,yes,no,yes,no,yes,no,no,4,4,3,1,1,3,0,18,7,9
10274,MS,M,16,U,LE3,T,2,2,services,at_home,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,3,5,4,1,4,0,2,19,12,8
10275,GP,M,16,U,GT3,T,2,0,at_home,other,home,father,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,1,1,1,4,2,20,7,8
10276,GP,F,16,U,GT3,T,3,1,other,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,2,2,1,0,18,15,11
10277,GP,F,16,U,LE3,A,1,1,other,services,home,mother,1,4,0,yes,no,no,yes,no,yes,yes,no,4,3,0,1,2,2,0,18,8,13
10278,GP,F,17,U,LE3,T,4,3,services,teacher,course,father,3,0,1,no,yes,no,no,yes,yes,yes,yes,3,2,1,1,5,2,0,17,11,8
10279,GP,M,17,U,GT3,A,4,1,at_home,teacher,other,father,1,1,1,no,yes,no,no,yes,yes,yes,no,4,5,1,5,1,4,0,16,11,8
10280,GP,M,19,R,LE3,A,1,0,services,teacher,home,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,5,3,4,1,1,3,0,14,9,10
10281,GP,F,16,U,LE3,T,2,1,services,services,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,1,1,2,4,3,17,6,9
10282,GP,F,15,R,GT3,T,2,3,other,services,home,mother,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,1,1,3,2,0,9,19,11
10283,MS,F,16,U,GT3,T,1,2,health,health,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,3,3,1,2,0,4,0,11,17,13
10284,GP,F,16,U,GT3,T,4,2,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,3,2,1,0,3,4,0,9,12,11
10285,GP,F,14,U,LE3,T,2,3,other,other,home,father,1,3,2,no,no,no,yes,yes,yes,yes,yes,4,2,0,2,1,4,14,18,19,8
10286,GP,F,16,U,LE3,T,3,1,other,other,home,father,1,1,0,no,yes,yes,yes,yes,no,yes,no,4,4,1,5,0,4,0,19,15,8
10287,GP,F,14,R,GT3,A,3,0,services,other,course,mother,2,0,0,yes,yes,no,yes,yes,yes,yes,no,5,1,4,1,3,2,0,17,15,9
10288,GP,F,14,U,GT3,T,3,3,at_home,other,home,father,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,3,1,1,4,4,12,12,9
10289,GP,M,18,U,GT3,T,1,3,health,health,home,mother,1,2,0,no,yes,no,no,yes,no,yes,no,4,2,2,1,2,4,12,20,13,8
10290,GP,M,17,R,LE3,T,3,0,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,0,1,0,3,0,10,16,9
10291,GP,M,16,U,GT3,T,2,2,health,health,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,1,1,0,5,4,0,9,14,9
10292,GP,F,15,U,LE3,T,2,1,at_home,health,home,father,1,3,0,no,yes,yes,yes,yes,yes,no,yes,4,2,3,1,2,4,2,12,5,11
10293,MS,M,16,U,GT3,T,2,2,services,other,reputation,mother,1,3,0,no,yes,no,yes,no,no,yes,no,5,3,0,1,5,4,2,18,12,10
10294,MS,M,16,R,GT3,A,0,1,health,services,course,mother,1,0,0,no,yes,no,no,yes,yes,yes,no,5,3,2,2,0,2,0,14,14,8
10295,GP,M,15,U,GT3,T,4,3,services,health,other,mother,0,1,0,yes,yes,no,yes,yes,no,yes,no,4,2,2,1,2,0,1,14,6,8
10296,MS,M,17,R,GT3,T,2,1,at_home,services,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,2,2,2,4,5,18,17,8
10297,GP,M,16,U,GT3,A,3,2,other,teacher,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,1,1,2,1,2,14,13,10
10298,MS,M,17,U,GT3,T,1,2,at_home,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,2,4,1,15,11,8
10299,GP,M,16,U,LE3,A,1,1,health,at_home,home,mother,1,2,1,no,yes,no,no,yes,yes,yes,no,2,2,2,1,2,4,3,14,14,8
10300,GP,M,15,U,GT3,T,3,2,health,other,course,other,1,2,0,no,yes,no,yes,no,yes,yes,no,4,4,1,1,2,0,3,10,10,9
10301,MS,M,16,U,GT3,T,4,3,teacher,other,other,father,5,1,0,no,yes,no,yes,yes,yes,yes,no,3,0,1,2,1,0,2,11,14,9
10302,GP,M,16,R,GT3,T,3,2,services,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,yes,4,0,4,1,4,4,0,13,11,9
10303,GP,M,14,R,GT3,T,4,1,other,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,1,4,13,11,9
10304,MS,M,16,U,LE3,T,4,1,teacher,other,home,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,2,3,1,3,4,0,12,16,10
10305,MS,F,18,R,LE3,T,3,2,other,other,course,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,5,1,1,2,3,23,12,15,8
10306,GP,F,14,U,GT3,T,1,1,services,services,home,father,1,1,0,no,yes,no,no,yes,no,yes,yes,5,4,2,1,2,4,0,18,12,8
10307,GP,F,15,R,GT3,T,4,1,at_home,other,reputation,mother,1,3,1,no,no,no,no,yes,yes,yes,yes,3,4,2,5,0,1,1,18,14,10
10308,GP,F,14,U,GT3,T,3,1,teacher,other,home,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,no,5,1,3,1,0,4,6,13,12,9
10309,GP,F,16,U,GT3,T,3,2,services,teacher,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,0,4,1,2,4,1,18,13,9
10310,MS,M,14,U,GT3,T,1,0,other,other,reputation,mother,3,1,0,yes,no,yes,yes,yes,no,yes,yes,4,2,2,2,1,4,6,13,13,7
10311,MS,F,14,U,GT3,T,1,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,4,0,3,3,5,18,13,9
10312,GP,F,19,R,LE3,T,3,0,at_home,other,home,mother,5,2,0,no,yes,yes,no,no,no,yes,no,4,4,2,2,2,3,0,19,11,9
10313,GP,F,14,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,no,yes,4,4,1,1,2,4,2,13,10,9
10314,GP,F,16,U,LE3,T,1,1,at_home,services,course,mother,1,3,0,no,yes,no,no,yes,yes,no,no,4,3,5,1,1,4,27,18,13,9
10315,GP,M,16,U,GT3,T,3,0,other,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,3,3,5,1,5,5,1,18,11,9
10316,MS,F,16,R,GT3,T,3,2,at_home,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,5,1,1,0,5,13,9
10317,GP,F,14,U,GT3,T,4,0,other,at_home,course,mother,1,0,0,yes,yes,yes,no,yes,yes,yes,no,3,2,4,1,1,4,4,19,8,9
10318,GP,M,14,U,GT3,T,3,4,health,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,yes,3,2,1,5,0,4,6,9,7,9
10319,MS,M,17,U,LE3,A,1,2,health,teacher,course,mother,3,4,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,1,3,1,20,13,13
10320,GP,F,17,U,LE3,T,2,1,at_home,other,other,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,3,0,2,4,0,0,16,14,9
10321,GP,F,16,U,GT3,A,2,2,other,teacher,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,2,5,0,5,17,9
10322,GP,M,14,U,GT3,T,0,3,services,at_home,course,mother,3,2,0,yes,yes,yes,yes,yes,no,yes,yes,4,2,2,1,3,4,2,12,8,8
10323,GP,F,16,R,GT3,T,2,3,teacher,health,home,other,2,2,0,no,yes,no,no,yes,yes,no,yes,4,0,2,2,3,4,0,20,8,9
10324,GP,F,17,U,GT3,T,4,1,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,1,3,0,14,11,10
10325,MS,M,14,U,GT3,A,1,0,other,health,home,other,3,1,0,no,no,no,no,yes,no,yes,no,3,1,0,0,2,1,1,13,14,8
10326,MS,F,14,U,GT3,T,3,0,other,teacher,reputation,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,4,1,2,2,1,10,15,9
10327,GP,F,15,U,GT3,T,4,1,services,other,home,father,2,0,0,yes,yes,no,yes,yes,yes,yes,yes,5,3,4,1,2,1,7,13,9,9
10328,GP,M,14,U,LE3,T,3,1,services,services,course,other,3,2,2,no,yes,no,no,yes,yes,yes,no,5,3,3,1,3,3,2,18,19,7
10329,GP,F,14,U,LE3,A,1,1,other,health,other,father,4,1,0,no,yes,no,no,yes,no,yes,no,4,3,4,1,2,4,0,15,14,8
10330,GP,M,16,R,GT3,T,1,4,health,services,reputation,mother,3,2,0,no,yes,no,yes,no,no,yes,no,4,3,1,3,2,4,0,15,14,8
10331,GP,F,14,R,GT3,A,3,0,health,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,0,2,1,0,2,3,11,19,9
10332,MS,F,16,U,GT3,A,4,1,at_home,health,course,father,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,0,0,7,19,12,11
10333,GP,F,14,U,LE3,T,3,2,at_home,other,home,mother,1,2,0,no,yes,no,yes,yes,no,yes,no,5,0,1,1,2,3,0,16,16,9
10334,GP,M,16,U,GT3,T,0,0,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,4,4,8,16,13,8
10335,MS,M,17,U,LE3,T,4,2,at_home,health,home,father,1,0,0,no,no,no,no,yes,no,no,no,4,4,1,4,0,4,0,19,16,8
10336,MS,F,15,U,GT3,T,4,1,at_home,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,2,4,1,2,3,5,10,6,9
10337,GP,F,15,U,LE3,T,3,0,services,health,course,mother,0,1,0,no,no,no,no,yes,yes,yes,no,4,0,1,1,1,1,0,18,9,9
10338,GP,F,17,U,LE3,T,3,2,services,services,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,2,2,5,6,4,9,13,13,8
10339,GP,M,19,U,GT3,T,4,0,teacher,other,home,other,2,3,0,no,no,yes,no,yes,yes,yes,no,4,3,4,1,1,0,3,14,16,11
10340,GP,F,16,U,LE3,A,3,1,services,teacher,course,mother,1,1,0,yes,no,yes,no,yes,yes,yes,no,2,4,3,1,3,2,11,18,12,8
10341,GP,F,16,R,LE3,T,2,0,other,teacher,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,4,3,2,1,3,4,5,19,13,8
10342,GP,M,15,R,LE3,T,1,0,other,other,reputation,mother,1,0,0,no,yes,no,no,no,yes,yes,no,4,3,2,2,2,4,31,7,14,7
10343,GP,M,14,R,LE3,T,3,3,other,other,home,father,3,1,3,yes,yes,no,no,yes,yes,yes,no,3,4,2,2,3,4,0,18,13,6
10344,GP,M,16,U,LE3,T,2,1,other,at_home,home,mother,2,3,0,no,yes,yes,yes,no,yes,yes,yes,4,1,1,1,1,3,0,12,13,11
10345,GP,F,16,R,LE3,T,2,0,health,health,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,7,1,2,1,6,6,9
10346,GP,F,16,U,GT3,T,1,3,services,health,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,3,4,15,18,8
10347,MS,F,17,U,GT3,T,1,2,health,other,home,father,3,1,0,yes,yes,yes,no,no,yes,yes,no,4,3,0,1,0,4,0,16,14,9
10348,GP,F,17,U,LE3,T,2,1,at_home,other,home,father,2,2,0,yes,no,no,no,yes,no,yes,yes,4,3,1,0,3,3,0,18,14,8
10349,GP,F,15,U,GT3,T,1,3,health,teacher,other,mother,1,3,1,no,yes,no,yes,yes,yes,yes,no,4,3,0,4,2,2,12,8,14,9
10350,GP,F,15,U,GT3,T,2,0,other,services,home,mother,2,4,0,no,no,yes,no,yes,yes,yes,no,4,2,4,2,2,1,4,14,10,13
10351,MS,F,17,R,GT3,T,3,3,services,services,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,1,1,0,4,0,13,16,9
10352,GP,M,16,U,GT3,T,3,2,services,other,other,mother,1,1,0,no,yes,no,yes,no,yes,no,no,4,3,1,1,1,2,0,15,12,9
10353,GP,M,17,U,LE3,T,4,1,at_home,at_home,home,father,2,1,0,no,yes,no,no,yes,yes,yes,no,3,4,3,0,2,4,0,13,12,9
10354,GP,F,16,U,LE3,T,3,2,at_home,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,8,9
10355,MS,F,16,U,GT3,T,2,1,teacher,services,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,1,4,1,4,0,14,12,9
10356,GP,M,17,U,GT3,T,4,1,other,at_home,home,other,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,1,4,2,1,1,17,21,10
10357,MS,F,14,U,LE3,T,1,1,teacher,services,course,other,1,4,0,no,yes,no,no,no,yes,yes,no,3,4,2,2,1,3,2,11,11,13
10358,MS,F,16,U,GT3,T,0,1,other,at_home,home,mother,5,0,0,no,yes,no,no,yes,yes,yes,yes,5,4,1,1,1,0,0,19,7,8
10359,GP,M,15,U,GT3,T,1,2,health,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,5,5,2,1,17,11,9
10360,MS,M,14,U,GT3,A,3,3,at_home,teacher,course,other,3,2,0,no,yes,yes,no,yes,no,yes,no,5,5,4,6,1,4,1,10,18,9
10361,MS,M,16,U,GT3,T,4,2,other,other,reputation,mother,0,2,0,no,yes,no,yes,no,no,yes,no,4,4,3,1,2,4,0,10,12,9
10362,GP,F,17,U,GT3,A,0,1,services,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,0,1,1,3,4,17,14,9
10363,MS,M,15,R,GT3,T,3,3,at_home,at_home,home,father,5,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,2,3,2,4,0,15,18,9
10364,GP,M,16,R,GT3,T,0,3,other,other,other,mother,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,2,1,5,4,1,14,11,8
10365,GP,M,16,R,GT3,T,4,1,teacher,at_home,course,mother,2,1,1,no,yes,no,no,yes,yes,no,yes,2,3,1,1,1,4,0,12,11,8
10366,MS,M,17,U,GT3,T,2,3,at_home,at_home,other,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,yes,1,1,2,1,2,3,0,10,14,9
10367,MS,F,15,U,LE3,A,1,0,other,other,home,father,1,4,0,no,yes,no,yes,yes,no,yes,yes,3,3,4,2,3,4,0,14,15,13
10368,GP,F,15,R,LE3,T,1,2,at_home,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,2,4,0,17,10,9
10369,GP,F,14,U,GT3,T,0,3,other,other,other,mother,2,1,0,no,no,no,no,no,yes,no,no,3,2,1,1,4,3,0,9,15,8
